Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Household Income,% over 25 completed hs,% below poverty level,Police Killings Yes/No
PA,Clintonville borough,97.8,0,0.4,1.2,1,45865,91.2,15.2,
PA,Clymer borough,98.5,0.5,0.1,0.2,0.5,34100,90.3,19.7,
PA,Coal Center borough,92.8,2.9,0,0.7,0,40000,75,37.3,
PA,Coaldale borough (Bedford County),95,2.5,0,0,0,40000,79.6,23.3,
PA,Coaldale borough (Schuylkill County),96.1,0.7,0.1,0.7,3.3,31398,86.5,30.4,
PA,Coalmont borough,99.1,0,0,0,0,40000,88.6,14.2,
PA,Coalport borough,97.9,0,0,0.2,0.6,27917,92,23.2,
PA,Coatesville city,38,46.4,0.5,0.8,23,34716,78.1,35.3,
PA,Coburn CDP,97.9,0.8,0,0,1.7,68250,89.5,2.1,
PA,Cochranton borough,98.2,0.3,0,0.4,0.9,53242,92.9,4.1,
PA,Cochranville CDP,89.8,1.3,0,2.4,9.3,65208,87.6,2.4,
PA,Cokeburg borough,97,1,0,0.5,0.3,33500,86.9,23.3,
PA,Collegeville borough,89.4,4,0.2,3.8,2.4,91875,95.6,5.2,
PA,Collingdale borough,55.9,36.3,0.3,2.9,3.1,46933,90.9,16.1,
PA,Collinsburg CDP,97.7,1.1,0,0.2,0.5,43482,94.2,11.3,
PA,Colonial Park CDP,72.9,15.9,0.2,4.6,7.8,50669,91.3,6,
PA,Colony Park CDP,82.4,4.1,0,10.6,5.4,97750,96.7,6,
PA,Columbia borough,87.1,5.1,0.2,0.6,9,41799,83.2,15.4,
PA,Columbus CDP,98.8,0,0,0.2,0.2,52768,89.9,11.9,
PA,Colver CDP,98.6,0.1,0.3,0.2,0.3,(X),81.2,12.1,
PA,Colwyn borough,15.9,80.1,0,0.7,1.6,42414,88.8,18.7,
PA,Commodore CDP,97.3,0.6,0.3,0,0.3,35521,85.3,40.8,
PA,Conashaugh Lakes CDP,84.3,8,1.1,1.4,11.4,69886,92,3.9,
PA,Conestoga CDP,97.3,0.3,0,1.2,1.7,70139,86.3,8,
PA,Confluence borough,96.3,0.3,0,0.3,1.7,26346,86.2,20.3,
PA,Conneaut Lake borough,98,0,0,0.3,0.6,47188,90.4,6,
PA,Conneaut Lakeshore CDP,98,0.5,0.1,0.3,0.9,44625,91.3,8.2,
PA,Conneautville borough,96.9,1.2,0.4,0.1,0.8,44044,90.8,21.4,
PA,Connellsville city,93.2,4.5,0.1,0.4,0.7,29560,86.2,27.3,
PA,Connoquenessing borough,98.7,0,0.2,0.6,0,56875,90.3,8.5,
PA,Conshohocken borough,88.7,6.5,0.1,1.8,3.5,73261,93.6,11.5,
PA,Conway borough,96.7,1.1,0.1,0.3,1,48447,91.1,6.8,
PA,Conyngham borough,97.4,0.5,0.1,0.9,2,63500,99.5,5.6,
PA,Coopersburg borough,95.7,0.6,0.1,1.1,3.5,54648,85.4,4.9,
PA,Cooperstown borough,98.9,0.4,0.2,0.4,0.4,50769,90.6,9.9,
PA,Coplay borough,92.5,2.6,0.3,1,6.3,43750,88,12.4,
PA,Coral CDP,98.8,0.3,0,0.6,0.3,51122,79.2,23.9,
PA,Coraopolis borough,83.1,12,0.2,0.4,1.8,34483,89.8,17,
PA,Cornwall borough,97.5,0.6,0,0.9,1.8,74044,93.5,1.5,
PA,Cornwells Heights CDP,92.8,2.2,0.1,1.2,5.2,60577,93.9,4.6,
PA,Corry city,97.5,0.5,0.2,0.3,0.8,37454,89,24,
PA,Corsica borough,98.6,0,1.1,0,0.8,36500,89.7,27.6,
PA,Coudersport borough,97.6,0.5,0.3,0.4,1.6,38472,89.5,13.4,
PA,Courtdale borough,99,0.3,0,0,1.2,51136,85.1,7.6,
PA,Crabtree CDP,98.2,0.4,0.4,0.4,0.4,(X),81.5,42.4,
PA,Crafton borough,91.7,4.6,0.1,0.8,1.4,52674,95.8,4.3,
PA,Cranesville borough,98,0,0,0,0.6,58214,93.6,9.8,
PA,Creekside borough,97.4,0.3,0,0,1,36500,90.1,13.8,
PA,Crenshaw CDP,98.1,0,0.2,1.1,0.4,39420,92,11.5,
PA,Cresson borough,98.8,0.4,0.1,0.2,0.4,38438,90.3,14.8,
PA,Cressona borough,96.8,0.8,0.1,1.1,1.9,55169,88.7,9.6,
PA,Cross Creek CDP,97.8,2.2,0,0,5.1,39375,96.9,10.8,
PA,Cross Roads borough,97.5,1.8,0,0.4,0.8,67500,90.6,3.2,
PA,Crown CDP,98.9,0,0,0.5,0.5,(X),82.7,34.9,
PA,Croydon CDP,86.6,4.9,0.3,2.9,7.4,54355,86.2,11.1,
PA,Crucible CDP,97.7,0,0.3,0,1,42021,82.9,31.3,
PA,Cumbola CDP,96.6,0.2,0,0.5,3.2,42153,89.9,11.5,
PA,Curtisville CDP,97.9,0.4,0.6,0.2,0.7,40491,92.4,0,
PA,Curwensville borough,98.7,0.5,0.1,0.1,0.2,35689,92.2,17.8,
PA,Daisytown borough,100,0,0,0,0.3,51750,90.6,5.1,
PA,Dale borough,89.1,6.1,0.2,0.2,2.6,28783,83.1,23.9,
PA,Dallas borough,97,0.7,0,1.4,0.9,76103,96.5,6.2,
PA,Dallastown borough,94.1,2.6,0.1,0.1,4,44400,86.4,21.5,
PA,Dalmatia CDP,96.5,0.8,0.2,0,0.8,41083,86.3,12,
PA,Dalton borough,97.6,0.1,0.2,1.3,1,76014,98,5.2,
PA,Danville borough,93.8,1.1,0.2,2.3,3.7,36735,88.5,18.8,
PA,Darby borough,16.2,78.9,0.2,0.7,2.1,33750,85.8,32.2,
PA,Darlington borough,98.8,0,0,1.2,0.4,38750,88.8,41.2,
PA,Dauberville CDP,97.4,1.7,0,0,2.4,73182,93.5,1.1,
PA,Dauphin borough,97.3,0.8,0,0.5,1.4,64583,95.5,4.5,
PA,Davidsville CDP,99.6,0,0,0.3,0.4,51694,94.2,0,
PA,Dawson borough,96.2,1.1,0.3,0,0,38750,89,17.6,
PA,Dayton borough,97.6,0,0,0.4,0,41071,93.4,30.4,
PA,Deemston borough,98.3,0.3,0.4,0.3,0.8,52500,90.8,8.7,
PA,Deer Lake CDP,98.8,0.2,0,0,0.2,59447,100,0,
PA,Deer Lake borough,97.2,0.6,0.3,1,1,71875,95.1,2.4,
PA,Defiance CDP,98.7,0.4,0,0,0.4,53625,88.5,0,
PA,Delano CDP,99.4,0,0,0.3,0.6,46375,94.3,2.4,
PA,Delaware Water Gap borough,85.5,7.2,0.1,3.9,7.2,45313,99,9.6,
PA,Delmont borough,95.8,0.9,0.2,1.5,1.7,66293,93.9,9.2,
PA,Delta borough,95.7,1.5,0.3,0.4,1.4,45833,89.7,19.1,
PA,Denver borough,94.4,0.8,0.3,1.5,4.2,62614,88.7,8.2,
PA,Derry borough,98.2,0.6,0.1,0.3,0.8,42550,93.3,17,
PA,DeSales University CDP,93.8,2.9,0,0.6,3.7,-,100,0,
PA,Devon CDP,92.5,1.1,0,4.4,2.1,176042,96.8,1.2,
PA,Dewart CDP,97.8,0.7,0,0.3,1.3,64111,86.6,5.1,
PA,Dickson City borough,95.9,1,0.1,0.7,3.8,42887,92.4,11.2,
PA,Dicksonville CDP,99.1,0.2,0,0,0.6,32125,94.1,33,
PA,Dillsburg borough,95.6,0.9,0.2,1.1,1.7,46322,91.7,6.9,
PA,Donaldson CDP,99.7,0,0.3,0,0.3,43438,91.9,20.9,
PA,Donegal borough,99.2,0,0,0.8,0,31250,72.8,32.9,
PA,Donora borough,79.7,15.1,0.1,0.4,3.1,34750,90.3,25,
PA,Dormont borough,94.2,2.1,0.1,1.5,2.5,55975,96.2,6.6,
PA,Dorneyville CDP,91.8,2.6,0,3.2,3.6,88056,96.6,1.1,
PA,Douglassville CDP,93.1,1.3,0,2,5.1,40000,95.2,30.9,
PA,Dover borough,94.4,2,0.1,0.5,2.5,51422,84.2,10.9,
PA,Downingtown borough,79.3,12,0.1,2.7,7.2,58423,89.7,8.4,
PA,Doylestown borough,94.8,1.3,0.1,1.9,2,70299,94.1,5.7,
PA,Dravosburg borough,94.4,3,0.7,0.3,1.1,42594,93.5,12.3,
PA,Drexel Hill CDP,85.5,7.7,0.1,4.3,2.6,63642,94.9,8.1,
PA,Driftwood borough,94,1.5,0,0,0,33750,77.8,13.5,
PA,Dry Tavern CDP,97.8,0.3,0,0.7,1,55625,94.9,10.2,
PA,Dryville CDP,97.7,0,0.3,0,2.5,81417,100,2.4,
PA,Dublin borough,90.5,1.4,0.1,2,8.9,54688,90.1,7.3,
PA,DuBois city,97,0.6,0.1,0.9,1.2,35313,66.7,15.4,
PA,Duboistown borough,98.7,0.1,0.1,0.4,0.8,48229,88.7,8,
PA,Dudley borough,99.5,0.5,0,0,0,42917,87.8,5.8,
PA,Dunbar borough,98.2,0.6,0.1,0.3,0.9,33711,82,12,
PA,Duncannon borough,97.2,0.9,0.1,0.3,2.4,48750,85.8,11.3,
PA,Duncansville borough,97.9,0.2,0,1,0.4,43750,91.6,9.9,
PA,Dunlevy borough,97.6,1.3,0,0,0,39792,91.1,15.1,
PA,Dunlo CDP,99.1,0.3,0,0.3,0.3,(X),84.2,10.5,
PA,Dunmore borough,95.2,1.1,0.1,1.8,2.3,49275,93.9,13.1,
PA,Dunnstown CDP,98.5,1,0,0.1,0.9,61042,90.5,6.7,
PA,Dupont borough,97.9,0.5,0.2,0.6,1.1,48191,90.2,17.1,
PA,Duquesne city,39.6,55.3,0.2,0.4,2.3,19776,88.5,40.2,
PA,Duryea borough,97.8,0.4,0.1,0.7,1.9,47625,93.4,16.3,
PA,Dushore borough,98.8,0,0.3,0,0.5,32727,91.8,19.4,
PA,Eagle Lake CDP,100,0,0,0,0,28125,77.6,21.9,
PA,Eagles Mere borough,99.2,0,0,0.8,0.8,82250,100,2.5,
PA,Eagleview CDP,94.8,1.6,0,2.6,1.8,110128,98.6,1.6,
PA,Eagleville CDP (Centre County),99.4,0,0,0,1.5,57679,84.8,6.7,
PA,Eagleville CDP (Montgomery County),68.8,22.4,0.1,5.5,4.1,71618,88.1,6.4,
PA,Earlston CDP,99.3,0.4,0,0.1,0.3,50192,77.5,15.7,
PA,East Bangor borough,96.8,0.1,0,0.3,5.5,56023,82.6,12.6,
PA,East Berlin borough,96.2,0.7,0.1,0.7,2.6,56827,90.3,7.7,
PA,East Berwick CDP,96.5,0.2,0.1,0.6,3.4,47500,89.4,3.2,
PA,East Brady borough,98.7,0.1,0.1,0,0.6,37273,87.1,13.3,
PA,East Butler borough,97,0.4,0,0,1,44000,88.6,5.7,
PA,East Conemaugh borough,94.2,4.3,0.2,0,1.8,33068,86.8,19.8,
PA,East Earl CDP,96.4,0.7,0.2,1.3,2.8,90050,79.1,12,
PA,East Freedom CDP,96.1,1.6,0,0.3,0.6,34438,76.6,28.5,
PA,East Greenville borough,93.7,2.3,0.1,1,3.3,64750,91.3,5.7,
PA,East Lansdowne borough,30.5,55.8,0.1,8.8,4.3,65032,91.1,10.9,
PA,Eastlawn Gardens CDP,95,1.1,0.1,1.5,3.1,94271,96.9,2.4,
PA,East McKeesport borough,89.1,7,0,0.3,1.8,38977,93.2,11.6,
PA,Easton city,67.2,16.8,0.4,2.4,19.9,38125,77.7,23.8,
PA,East Petersburg borough,89.9,3.3,0.2,1.2,6.9,73938,94,8.3,
PA,East Pittsburgh borough,48.8,45.4,0.1,0.2,2.5,23824,89.6,27.7,
PA,East Prospect borough,96.7,1.2,0,0.2,2.5,52813,85.9,16,
PA,East Rochester borough,94.5,3.2,0.2,0,1.4,42222,91,10.1,
PA,East Rutherford CDP,100,0,0,0,1,#N/A,#N/A,#N/A,
PA,East Salem CDP,97.3,0,0.5,0.5,2.7,45855,91.8,8.2,
PA,East Side borough,95.6,2.8,0.9,0,1.3,32321,89.3,13.5,
PA,East Stroudsburg borough,79.2,11.1,0.2,2.5,11.8,40833,85.1,25.3,
PA,East Uniontown CDP,90.2,6.8,0.2,0.5,0.8,35491,88.1,19.6,
PA,Eastvale borough,97.3,1.8,0,0,0.4,37500,82.9,28.7,
PA,East Vandergrift borough,95.3,1.9,0.1,0.6,1,40163,92.8,12.8,
PA,East Washington borough,90.3,5.3,0.1,1,2,65625,98.3,11.7,
PA,East York CDP,88.7,4.1,0.2,4.2,3.8,59354,87.4,6.6,
PA,Eau Claire borough,99.4,0.3,0,0,0,43333,78.8,21.4,
PA,Ebensburg borough,98.3,0.5,0.1,0.7,0.5,41250,91.3,10.3,
PA,Economy borough,98.2,0.6,0.1,0.4,0.8,75931,94.3,4.4,
PA,Eddington CDP,94.5,0.4,0.2,2.2,3.8,62250,91.6,18.9,
PA,Eddystone borough,82.7,11.7,0.1,1.3,4.4,47756,87.1,18,
PA,Edenborn CDP,51.4,43.2,0,0,1,(X),89.1,11.5,
PA,Edenburg CDP,95.9,1.2,0,0.6,1.2,77000,91.9,2.7,
PA,Edgewood borough,85.1,9.3,0.3,2.6,2.7,66964,97.8,9.4,
PA,Edgewood CDP,97.8,0.4,0.1,0.4,1.3,(X),100,0,
PA,Edgeworth borough,97.1,1,0,0.7,1.6,155170,99.5,2.2,
PA,Edie CDP,100,0,0,0,0,96250,100,0,
PA,Edinboro borough,92,4.8,0.2,1,1.4,34074,95.4,26.9,
PA,Edwardsville borough,89.1,5.2,0.4,0.8,5.4,35693,89,29.3,
PA,Effort CDP,85.4,6.6,0.1,1.9,9.9,83160,94.9,4.1,
PA,Egypt CDP,94.2,1.1,0,1.5,3.8,56693,84.9,4.5,
PA,Ehrenfeld borough,100,0,0,0,1.8,34844,84.6,15.6,
PA,Eighty Four CDP,98.9,0.6,0,0.2,0.3,44688,85,4.4,
PA,Elco borough,98.1,0.6,0,0.3,0,32500,79.7,22.8,
PA,Elderton borough,95.2,0,0,0,1.7,41250,89.5,20.5,
PA,Eldred borough,96.5,0.1,0.1,0.2,2.4,39868,90.6,14.2,
PA,Elgin borough,99.5,0.5,0,0,0,57500,94.1,2.4,
PA,Elim CDP,95.7,1.2,0.2,1.5,0.8,62467,94.4,3.2,
PA,Elizabeth borough,92,4.9,0.3,0.2,1.3,37356,89.4,18.5,
PA,Elizabethtown borough,94.8,1.2,0.2,1.1,3.3,51986,92.6,10.8,
PA,Elizabethville borough,97.7,0.4,0,0.7,0.7,36250,83,19.5,
PA,Elkland borough,98,0.3,0.2,0.1,0.9,38000,88.6,19.3,
PA,Ellport borough,97.8,0.3,0,0.4,1.4,43676,89.5,8.5,
PA,Ellsworth borough,95.9,2.4,0.1,0,0.8,47188,83.2,22.2,
PA,Ellwood City borough,97,1.1,0.1,0.3,1.3,40497,89.7,13,
PA,Elrama CDP,99.3,0,0.7,0,0,(X),93.8,55,
PA,Elverson borough,98.1,0.6,0.1,0.5,1.6,55833,89.9,6.3,
PA,Elysburg CDP,98,0.5,0.2,0.7,1,60881,92.6,7.1,
PA,Emerald Lakes CDP,60.5,24.3,0.7,2.8,24.2,57357,91.3,5.6,
PA,Emigsville CDP,90.8,4,0.3,1.1,3.7,49622,88.2,7.6,
PA,Emlenton borough,99,0.2,0,0.6,0.6,43056,92,25.9,
PA,Emmaus borough,93.4,1.6,0.2,1.5,4.7,54029,90.9,8.2,
PA,Emporium borough,98.1,0.5,0.4,0.4,0.6,34886,89,18.3,
PA,Emsworth borough,91.8,4.4,0,1.7,1,52200,94.3,5,
PA,Englewood CDP,99.2,0.4,0,0,0,42500,91.4,10.5,
PA,Enhaut CDP,78.3,11.4,0.4,0.4,8.6,42885,78.4,4.8,
PA,Enlow CDP,96.2,1.1,0,1.2,0.9,37262,85.2,13.7,
PA,Enola CDP,89.9,3.4,0.3,1.8,4,48986,90.9,11.7,
PA,Enon Valley borough,99.7,0,0,0,1,38625,90.6,11.4,
PA,Ephrata borough,94,1,0.2,1.3,5.2,51300,87.8,10.8,
PA,Erie city,75,16.8,0.3,1.5,6.9,39519,93.3,18.5,
PA,Ernest borough,97.6,1.7,0,0,2.2,51786,92.9,6.8,
PA,Espy CDP,96.5,1.2,0,1,1.8,52853,90.3,7.9,
PA,Etna borough,95.7,1.4,0.1,0.7,1.9,45493,92.1,11.5,
PA,Evansburg CDP,82.8,2.7,0.1,12.6,2.5,116731,97.9,3.7,
PA,Evans City borough,98.4,0.4,0,0.5,0.8,47000,90.9,4.4,
PA,Everett borough,96.9,1.3,0.1,0.1,1.4,26915,85.8,33,
PA,Everson borough,95.5,2.1,0,0.5,1.5,34167,87.7,15.6,
PA,Exeter borough,97.2,1.2,0.1,0.5,1.1,38862,90.5,11.3,
PA,Export borough,98.3,0.7,0,0.5,0,40132,93.8,11.3,
PA,Exton CDP,75.7,4.1,0.2,17.5,1.9,76051,95.5,5.8,
PA,Eyers Grove CDP,99,1,0,0,1,(X),100,25.6,
PA,Factoryville borough,92.5,4.6,0.1,0.7,4,55078,96,5.1,
PA,Fairchance borough,95.9,2.7,0.2,0,0.6,39327,90.6,16.7,
PA,Fairdale CDP,98.9,0,0,0.3,0.4,35458,85,16.1,
PA,Fairfield borough,95.5,2.4,0,0.2,2.4,51875,88.6,13.4,
PA,Fairhope CDP,99,0.5,0.1,0.2,0.2,67266,98.8,6.5,
PA,Fairless Hills CDP,87.3,3.8,0.1,5.6,3.6,61739,93.2,8.7,
PA,Fairview borough,96,2.5,0,0,0,53846,75.6,17.2,
PA,Fairview CDP,97.9,0.6,0.1,0.4,1.7,96678,92.3,7.6,
PA,Fairview-Ferndale CDP,98.6,0.5,0.1,0,1.1,39688,85.2,10.9,
PA,Falls Creek borough,98,0.4,0.2,0.2,1,42112,91.6,12.7,
PA,Fallston borough,94.7,2.6,0,0,0.8,39792,95.6,9.7,
PA,Falmouth CDP,99.3,0,0.2,0,1.4,78162,98.9,6.2,
PA,Farmersville CDP,99.1,0.1,0.2,0,1,37692,43.3,25.4,
PA,Farmington CDP,98.8,0.1,0,0.4,0.5,(X),100,0,
PA,Farrell city,45.4,48.8,0.2,0.2,1.4,29806,86.1,22.5,
PA,Fawn Grove borough,99.1,0,0,0.2,0.4,62000,93.7,4,
PA,Fawn Lake Forest CDP,93.4,4.2,0.1,0.5,3.3,62125,96.5,12.8,
PA,Faxon CDP,96.8,1.3,0.1,1.1,0.9,43776,94.2,4,
PA,Fayette City borough,97.7,0.2,0,1,1.5,33000,87.3,20.2,
PA,Fayetteville CDP,91,4.1,0.4,0.6,3.7,34632,68.5,15.3,
PA,Feasterville CDP,89.3,3.8,0.1,3.3,4.5,54665,92.6,12.1,
PA,Fellsburg CDP,97.5,0.7,0,0.3,1.7,60938,93.6,7.3,
PA,Felton borough,98.8,0.6,0,0,1.6,58438,86,13.1,
PA,Ferndale borough,97.1,1.2,0.1,0.1,1.4,41758,93.7,19.7,
PA,Fernville CDP,97.5,0.2,0,1.1,1.4,62500,94.6,6.7,
PA,Fernway CDP,94.5,1.2,0.1,2.5,1.9,#N/A,#N/A,#N/A,
PA,Finleyville borough,93.3,4.1,0,0.7,2,35069,95.1,25.6,
PA,Fivepointville CDP,97.3,0.1,0,1.3,2,59864,88.6,6,
PA,Fleetwood borough,95.8,0.9,0.1,0.8,3.4,63375,89.8,6.2,
PA,Flemington borough,96.6,0.8,0,1.4,0.8,50333,74.7,17.5,
PA,Flora Dale CDP,94.7,0,0,0,18.4,-,0,0,
PA,Flourtown CDP,90.6,5.3,0.1,2.1,1.8,96613,96.4,3.4,
PA,Flying Hills CDP,93.6,2.8,0.2,2.1,3.7,55461,92.9,6.5,
PA,Folcroft borough,67.1,26,0.3,2.9,4.6,52246,90.8,20.4,
PA,Folsom CDP,93.1,3.4,0.1,1.8,1.8,79702,95,3.5,
PA,Foot of Ten CDP,98.2,0.4,0,0.1,0.4,58194,83,3.3,
PA,Force CDP,99.6,0,0,0,1.2,45455,79.5,9.8,
PA,Ford City borough,95.6,2.9,0.1,0.1,1.1,36071,90.8,23.5,
PA,Ford Cliff borough,96.5,0.8,0,1.9,0.5,48125,93,12.2,
PA,Forest City borough,96.7,0.9,0.1,0.6,1.5,38625,86.1,20.3,
PA,Forest Hills borough,87.7,9.1,0.1,1.2,1.3,64861,98.1,7,
PA,Forestville CDP,99.5,0,0,0.2,0.2,53112,94.4,14.7,
PA,Forksville borough,94.5,2.1,2.8,0,0,27500,100,18.6,
PA,Fort Indiantown Gap CDP,97.9,0.7,0,0,0,-,100,0,
PA,Fort Loudon CDP,96.8,0.5,0.1,0.3,2,34167,91.4,10.9,
PA,Fort Washington CDP,87.5,4.5,0.1,6.2,1.8,67221,100,0,
PA,Forty Fort borough,97,1,0,0.8,1.4,61351,97.6,8.7,
PA,Foster Brook CDP,98.1,0.2,0.7,0.6,1,48264,91.8,12.2,
PA,Foundryville CDP,96.5,0,0,0.4,2,(X),64.8,18.5,
PA,Fountain Hill borough,81.4,6.6,0.1,0.8,22.5,42040,85.5,14.6,
PA,Fountain Springs CDP,97.1,1.8,0.4,0,1.4,36140,90.1,24.8,
PA,Foxburg borough,97.8,0,0,0.5,1.6,38750,89.4,9,
PA,Fox Chapel borough,91.9,0.9,0.1,5.7,1.4,154722,99.5,4.5,
PA,Fox Chase CDP,91.1,3.6,0.1,1.7,5.3,100313,89.2,2,
PA,Fox Run CDP,95.7,1,0.2,1.8,1.4,#N/A,#N/A,#N/A,
PA,Frackville borough,97.6,0.3,0.2,0.9,1.1,39355,91.7,21,
PA,Frankfort Springs borough,98.5,0.8,0,0,0,58750,92.5,6.9,
PA,Franklin borough,93.2,4.6,0,0,0.6,57599,91.6,8.9,
PA,Franklin city,93.4,2.7,0.3,0.7,1.3,20398,64.5,39.5,
PA,Franklin Park borough,86.8,1.2,0.1,10.4,1.5,115278,98.9,1.8,
PA,Franklintown borough,95.1,1.4,0,0.4,2.5,54904,97.5,15.8,
PA,Fredericksburg CDP (Crawford County),96.6,1.5,0.4,0.3,1.4,36914,96.9,15,
PA,Fredericksburg CDP (Lebanon County),95.2,1.8,0,1.1,2.1,57717,88.3,10.3,
PA,Fredericktown CDP,92.8,5.2,0.2,0,1.2,57625,89.5,30,
PA,Fredonia borough,97,0,0.6,0.2,2,42917,87.7,14.6,
PA,Freeburg borough,98.8,0.2,0,0.2,0.2,53750,89.3,8.6,
PA,Freedom borough,91.8,4.1,0,0.6,1.6,37574,90.1,20.4,
PA,Freeland borough,95.8,0.6,0.1,0.5,5.8,40598,92.2,18.8,
PA,Freemansburg borough,70.6,13.6,0.5,0.8,24,59205,85.7,7.2,
PA,Freeport borough,96.8,0.6,0.1,0.2,1.1,44091,90.8,11.3,
PA,Friedens CDP,99.6,0,0.1,0.1,0.1,57721,88.5,10.6,
PA,Friedensburg CDP,98.4,0.1,0,0.2,0.8,44856,91.3,7.7,
PA,Friendsville borough,91.9,6.3,1.8,0,0,68750,79.1,8.2,
PA,Frizzleburg CDP,96.5,1,0,0,0.8,31797,87.9,29.5,
PA,Frystown CDP,93.4,0.8,0,1.6,6.3,48913,65,0,
PA,Fullerton CDP,75.8,8.6,0.4,5.8,14.6,53172,88.4,11.7,
PA,Galeton borough,97,0.9,0,0.4,1,40250,86.8,18.3,
PA,Gallitzin borough,98.5,0.6,0,0.1,1.5,37554,91.8,20.5,
PA,Gap CDP,94.1,1.5,0.1,1.6,2.5,71625,89.8,4.9,
PA,Garden View CDP,96.3,1.4,0.2,0.7,1,42344,87,10.7,
PA,Gardners CDP,86,2.7,0.7,0,8.7,50446,78.6,37.9,
PA,Garrett borough,99.8,0,0,0,0.4,43250,81.3,11.5,
PA,Gastonville CDP,97.9,0.6,0.1,0.4,0.9,49167,91.7,13.5,
PA,Geistown borough,97.3,0.5,0,1.5,0.7,53095,92.3,7.6,
PA,Geneva CDP,97.2,0.9,0,0,0,85743,95.3,2.7,
PA,Georgetown borough,99.4,0,0,0,0,50417,87.9,3.7,
PA,Georgetown CDP (Lancaster County),99.7,0.1,0.1,0.1,1.6,48913,60.4,20.6,
PA,Georgetown CDP (Luzerne County),96.7,1.1,0.1,0.8,1.5,47679,88.9,28.9,
PA,Gettysburg borough,84.5,5.8,0.3,1.9,10.9,36000,83,25,
PA,Gibraltar CDP,96.8,0.1,0.6,0.9,2.6,68550,84.2,0,
PA,Gibsonia CDP,97.3,0.7,0.2,0.9,1.3,90385,98,11.4,
PA,Gilberton borough,97.4,0,0,0,2.9,41198,88,22.7,
PA,Gilbertsville CDP,95.7,1.4,0.2,1.1,2.4,(X),87.1,8,
PA,Girard borough,97.2,0.7,0.3,0.6,0.7,52284,94.7,9.8,
PA,Girardville borough,97.2,1.2,0.3,0,1.6,35272,81.7,16.9,
PA,Glasgow borough,100,0,0,0,5,38125,81.5,21.1,
PA,Glassport borough,96.2,1.7,0.2,0.2,1.3,31681,87.9,15.8,
PA,Glenburn CDP,95.3,0.6,0.1,1.2,2.7,67333,98,2.9,
PA,Glen Campbell borough,98.4,0,0.4,0.8,0.4,36875,85.2,16.3,
PA,Glendon borough,79.8,10.5,0.2,4.3,6.1,49722,91.3,12.5,
PA,Glenfield borough,94.6,0,1,2.4,0.5,71667,90.2,6.1,
PA,Glen Hope borough,100,0,0,0,0,60313,81,9.4,
PA,Glen Lyon CDP,95.1,2,0,0.2,3.2,24286,86.4,45,
PA,Glenolden borough,86.9,8.5,0.1,1.7,2.2,56316,91.6,9.5,
PA,Glen Osborne borough,95.6,1.6,0,1.8,0.5,123125,99,5.6,
PA,Glen Rock borough,94.6,2.2,0.4,0.3,2.3,155221,97.7,2,
PA,Glenshaw CDP,97.7,0.7,0,0.7,0.7,75743,95.1,4.1,
PA,Glenside CDP,87.1,7.2,0.2,2.8,2.9,84506,96.8,5,
PA,Gold Key Lake CDP,93.2,3.9,0.4,0.4,10.4,57434,93.5,6.5,
PA,Goldsboro borough,96.2,0.8,0.1,0.6,3.4,66250,95.3,11.5,
PA,Goodville CDP,94.2,1.5,0,0.6,2.9,64688,76.7,18.3,
PA,Gordon borough,98.4,0.5,0.3,0,2.5,52054,94.4,4.8,
PA,Gordonville CDP,95.9,2.2,0,0,2,41458,79.9,19.6,
PA,Gouglersville CDP,96.2,0.9,0,0.2,3.1,66635,93.2,0.7,
PA,Gouldsboro CDP,94.9,1,0.1,1.3,4,45956,88.8,9.5,
PA,Graceton CDP,97.3,1.2,0,0.4,0.4,14153,81.2,13,
PA,Grampian borough,99.7,0.3,0,0,0,45000,92.1,16.3,
PA,Grantley CDP,92.8,3.9,0.2,1.2,3.9,94444,96.5,2.4,
PA,Granville CDP,97,1.6,0,0,0,40972,85.7,20,
PA,Grapeville CDP,98.5,0.2,0.2,0.6,1.1,(X),87.3,25.3,
PA,Grassflat CDP,99.4,0.2,0.2,0,0.8,44511,73.9,12.1,
PA,Gratz borough,97,0.5,0,0.9,1.4,45486,83.7,9.8,
PA,Grazierville CDP,96.4,2.9,0.2,0.3,0,57917,91.5,3.4,
PA,Great Bend borough,97.7,0,0,0.4,1.4,32500,82.4,12.6,
PA,Greencastle borough,94.4,2.5,0.2,1.2,1.6,55014,88.7,6.9,
PA,Greenfields CDP,90,3.2,0,1.4,7.8,51369,88.7,12.3,
PA,Green Hills borough,100,0,0,0,0,66250,100,4.9,
PA,Green Lane borough,97.4,2,0.4,0.2,1,63438,93.3,0.4,
PA,Greenock CDP,97.9,0.3,0,0.4,0.5,40938,97.5,17.6,
PA,Greensboro borough,95,1.5,0.4,0,1.2,47083,90.4,11.8,
PA,Greensburg city,91.3,4.8,0.2,0.8,1.5,44744,87.3,18.9,
PA,Greens Landing CDP,94.7,0,0.3,2,1.5,28851,80.3,33.2,
PA,Green Tree borough,94.7,1.8,0.1,2.5,1.2,66078,96.7,4.6,
PA,Greenville borough,95.2,1.7,0.1,1.5,1.5,38024,91.1,23.9,
PA,Greenwood CDP,97.6,1.2,0,0.6,0.6,30385,92.1,17.5,
PA,Grier City CDP,100,0,0,0,0.8,75078,88.8,0,
